gene,kme
Mcavernosa34771,0
Mcavernosa34793,0
Mcavernosa34811,0
Mcavernosa34923,0
Mcavernosa35076,0
Mcavernosa28928,0
Mcavernosa28950,0
Mcavernosa28979,0
Mcavernosa28998,0
Mcavernosa29050,0
Mcavernosa29145,0
Mcavernosa33973,0.745435509532162
Mcavernosa34040,0
Mcavernosa34113,0
Mcavernosa34143,0
Mcavernosa34168,0
Mcavernosa34360,0
Mcavernosa34430,0
Mcavernosa33225,0
Mcavernosa33242,0
Mcavernosa33320,0
Mcavernosa33584,0
Mcavernosa33638,0
Mcavernosa33742,0
Mcavernosa32519,0
Mcavernosa32583,0
Mcavernosa32628,0
Mcavernosa32764,0
Mcavernosa32758,0
Mcavernosa32799,0
Mcavernosa32805,0
Mcavernosa32948,0
Mcavernosa33024,0
Mcavernosa33040,0
Mcavernosa33182,0
Mcavernosa33204,0
Mcavernosa01698,0.605169474773096
Mcavernosa01855,0
Mcavernosa35164,0
Mcavernosa35204,0
Mcavernosa03882,0.168241300714643
Mcavernosa03984,0
Mcavernosa07230,0.357311012821423
Mcavernosa07663,0.409165871617607
Mcavernosa07662,0.409165871617607
Mcavernosa07770,0
Mcavernosa24728,0
Mcavernosa24868,0.459223478828503
Mcavernosa24944,0
Mcavernosa24945,0
Mcavernosa16833,0
Mcavernosa16923,0.623478528824775
Mcavernosa16994,0
Mcavernosa16995,0
Mcavernosa17062,0
Mcavernosa17234,0
Mcavernosa02167,0
Mcavernosa02238,0.435942685964847
Mcavernosa02490,0
Mcavernosa02746,0
Mcavernosa02827,0.445845845791582
Mcavernosa03028,0.449790139321669
Mcavernosa03157,0
Mcavernosa30792,0
